snapshot_date,rank,code,name,weight_pct,shares,unit
20260909,1,2330,台積電,8.61,90000,股
20260909,2,3017,奇鋐,6.82,52000,股
20260909,3,3037,欣興,6.4,166000,股
20260909,4,2383,台光電,6.05,29000,股
20260909,5,2454,聯發科,5.74,32000,股
20260909,6,3443,創意,4.6,20000,股
20260909,7,6223,旺矽,4.36,20000,股
20260909,8,2455,全新,4.24,205000,股
20260909,9,3653,健策,4.02,18000,股
20260909,10,6274,台燿,3.91,75000,股
20260909,11,3081,聯亞,3.3,29800,股
20260909,12,6805,富世達,3.21,36000,股
20260909,13,6510,精測,3.08,22000,股
20260909,14,3665,貿聯 -KY,2.99,39000,股
20260909,15,6683,雍智科技,2.76,52000,股
20260909,16,8046,南電,2.76,64000,股
20260909,17,8358,金居,2.73,134000,股
20260909,18,2408,南亞科,2.58,127000,股
20260909,19,3363,上詮,2.55,92729,股
20260909,20,6187,萬潤,2.43,47000,股
20260909,21,6739,竹陞科技,2.33,50000,股
20260909,22,6515,穎崴,2.26,8000,股
20260909,23,2345,智邦,2.19,28000,股
20260909,24,3661,世芯-KY,1.97,13000,股
20260909,25,4958,臻鼎 -KY,1.95,100000,股
20260909,26,2308,台達電,1.95,28000,股
20260909,27,8996,高力,1.83,35000,股
20260909,28,4991,環宇 -KY,1.37,71000,股
20260909,29,5274,信驊,0.22,300,股
