snapshot_date,rank,code,name,weight_pct,shares,unit
20260707,1,2330,台積電,8.05,90000,股
20260707,2,3017,奇鋐,7.72,86000,股
20260707,3,2383,台光電,6.5,34000,股
20260707,4,6223,旺矽,6.24,27000,股
20260707,5,3037,欣興,5.85,190000,股
20260707,6,6274,台燿,4.33,75000,股
20260707,7,8996,高力,4.26,87000,股
20260707,8,6805,富世達,4.15,76000,股
20260707,9,3443,創意,3.94,24000,股
20260707,10,2327,國巨,3.68,111000,股
20260707,11,3665,貿聯 -KY,3.63,50000,股
20260707,12,8155,博智,3.36,262000,股
20260707,13,6683,雍智科技,3.16,52000,股
20260707,14,3081,聯亞,3.14,45000,股
20260707,15,6139,亞翔,3.11,96000,股
20260707,16,2345,智邦,2.52,28000,股
20260707,17,2454,聯發科,2.51,17000,股
20260707,18,2455,全新,2.39,205000,股
20260707,19,2408,南亞科,2.38,161000,股
20260707,20,8358,金居,2.18,114000,股
20260707,21,3653,健策,2.11,18000,股
20260707,22,3167,大量,2.08,68000,股
20260707,23,8028,昇陽半導體,2.0,176000,股
20260707,24,3363,上詮,1.99,92729,股
20260707,25,5274,信驊,1.74,3300,股
20260707,26,6515,穎崴,1.47,5000,股
20260707,27,3131,弘塑,1.4,12000,股
20260707,28,4764,雙鍵,1.28,118000,股
