snapshot_date,rank,code,name,weight_pct,shares,unit
20260625,1,3017,奇鋐,7.1,86000,股
20260625,2,2330,台積電,7.09,90000,股
20260625,3,3037,欣興,6.38,190000,股
20260625,4,2383,台光電,6.32,34000,股
20260625,5,6223,旺矽,6.14,27000,股
20260625,6,6274,台燿,5.21,93000,股
20260625,7,6805,富世達,4.38,76000,股
20260625,8,6187,萬潤,4.22,116000,股
20260625,9,8996,高力,4.18,87000,股
20260625,10,8155,博智,3.38,262000,股
20260625,11,6683,雍智科技,3.23,52000,股
20260625,12,3665,貿聯 -KY,3.16,50000,股
20260625,13,2308,台達電,3.07,47000,股
20260625,14,3443,創意,3.04,19000,股
20260625,15,2327,國巨,2.71,73000,股
20260625,16,2455,全新,2.62,205000,股
20260625,17,8299,群聯,2.61,32000,股
20260625,18,3081,聯亞,2.58,37000,股
20260625,19,2408,南亞科,2.53,161000,股
20260625,20,2454,聯發科,2.41,17000,股
20260625,21,8358,金居,2.37,114000,股
20260625,22,2345,智邦,2.2,28000,股
20260625,23,3653,健策,2.01,18000,股
20260625,24,3363,上詮,1.92,92729,股
20260625,25,6139,亞翔,1.87,65000,股
20260625,26,5274,信驊,1.72,3000,股
20260625,27,6515,穎崴,1.5,5000,股
20260625,28,4764,雙鍵,1.18,118000,股
20260625,29,3167,大量,0.93,36000,股
