snapshot_date,rank,code,name,weight_pct,shares,unit
20260623,1,2330,台積電,10.13,11960000,股
20260623,2,2383,台光電,8.7,4486000,股
20260623,3,2327,國巨*,8.29,23892000,股
20260623,4,2454,聯發科,7.68,4977000,股
20260623,5,2345,智邦,5.25,6334000,股
20260623,6,6223,旺矽,5.18,2279000,股
20260623,7,2303,聯電,4.48,77390000,股
20260623,8,3037,欣興,4.41,13307000,股
20260623,9,2308,台達電,4.4,6222000,股
20260623,10,3017,奇鋐,4.28,5191000,股
20260623,11,3711,日月光投控,4.04,17948000,股
20260623,12,6669,緯穎,3.85,2417000,股
20260623,13,2368,金像電,3.58,8315000,股
20260623,14,3665,貿聯-KY,3.29,4833848,股
20260623,15,6274,台燿,2.99,5058000,股
20260623,16,3653,健策,2.96,2267000,股
20260623,17,8046,南電,2.76,8917000,股
20260623,18,5274,信驊,2.66,422000,股
20260623,19,6510,精測,1.16,930000,股
20260623,20,6515,穎崴,1.12,348000,股
20260623,21,6805,富世達,1.09,1811000,股
20260623,22,8210,勤誠,1.01,2267000,股
20260623,23,2449,京元電子,0.73,6484000,股
20260623,24,2317,鴻海,0.65,7307000,股
20260623,25,3533,嘉澤,0.65,852000,股
20260623,26,6147,頎邦,0.55,6275000,股
20260623,27,6187,萬潤,0.53,1334000,股
20260623,28,5439,高技,0.39,3528000,股
20260623,29,4966,譜瑞-KY,0.37,1642000,股
20260623,30,6278,台表科,0.3,4334000,股
20260623,31,6271,同欣電,0.25,2966000,股
20260623,32,1590,亞德客-KY,0.25,530000,股
20260623,33,8358,金居,0.22,980000,股
20260623,34,8996,高力,0.17,354000,股
20260623,35,6191,精成科,0.13,3988000,股
20260623,36,3264,欣銓,0.12,1508000,股
20260623,37,3376,新日興,0.12,1741000,股
20260623,38,6488,環球晶,0.12,350000,股
20260623,39,8150,南茂,0.05,1444000,股
20260623,40,2002,中鋼,0.03,5163000,股
20260623,41,2439,美律,0.0,18000,股
20260623,42,2481,強茂,0.0,5000,股
20260623,43,3008,大立光,0.0,1000,股
20260623,44,1815,富喬,0.0,107000,股
20260623,45,2313,華通,0.0,1000,股
20260623,46,2382,廣達,0.0,1000,股
20260623,47,3443,創意,0.0,1000,股
20260623,48,3661,世芯-KY,0.0,1000,股
20260623,49,5347,世界,0.0,1000,股
20260623,50,4958,臻鼎-KY,0.0,1000,股
