snapshot_date,rank,code,name,weight_pct,shares,unit
20260701,1,2330,台積電,10.11,11960000,股
20260701,2,2327,國巨*,9.66,25098000,股
20260701,3,2383,台光電,8.38,4486000,股
20260701,4,2454,聯發科,7.37,5037000,股
20260701,5,2345,智邦,5.69,6334000,股
20260701,6,6223,旺矽,5.38,2382000,股
20260701,7,3037,欣興,5.34,15203000,股
20260701,8,2303,聯電,4.94,86550000,股
20260701,9,3017,奇鋐,4.59,5191000,股
20260701,10,6669,緯穎,4.11,2417000,股
20260701,11,2308,台達電,3.77,5614000,股
20260701,12,8046,南電,3.55,8949000,股
20260701,13,2368,金像電,3.42,8315000,股
20260701,14,3665,貿聯-KY,3.28,4833848,股
20260701,15,3711,日月光投控,3.02,12742000,股
20260701,16,6274,台燿,2.94,5160000,股
20260701,17,3653,健策,2.6,2267000,股
20260701,18,5274,信驊,2.19,379000,股
20260701,19,6805,富世達,1.04,1811000,股
20260701,20,8210,勤誠,0.99,2267000,股
20260701,21,6515,穎崴,0.76,252000,股
20260701,22,6510,精測,0.71,636000,股
20260701,23,6187,萬潤,0.48,1334000,股
20260701,24,6147,頎邦,0.46,6275000,股
20260701,25,2449,京元電子,0.43,3808000,股
20260701,26,5439,高技,0.38,3528000,股
20260701,27,3533,嘉澤,0.3,416000,股
20260701,28,6278,台表科,0.3,4334000,股
20260701,29,6271,同欣電,0.29,2966000,股
20260701,30,1590,亞德客-KY,0.25,530000,股
20260701,31,6191,精成科,0.14,3988000,股
20260701,32,6488,環球晶,0.13,350000,股
20260701,33,3264,欣銓,0.12,1508000,股
20260701,34,3376,新日興,0.11,1741000,股
20260701,35,8358,金居,0.1,490000,股
20260701,36,4966,譜瑞-KY,0.03,140000,股
20260701,37,2002,中鋼,0.03,5163000,股
20260701,38,1815,富喬,0.0,107000,股
20260701,39,2313,華通,0.0,1000,股
20260701,40,2317,鴻海,0.0,1000,股
20260701,41,2382,廣達,0.0,1000,股
20260701,42,2481,強茂,0.0,5000,股
20260701,43,3008,大立光,0.0,1000,股
20260701,44,2439,美律,0.0,1000,股
20260701,45,4958,臻鼎-KY,0.0,1000,股
20260701,46,5347,世界,0.0,1000,股
20260701,47,3443,創意,0.0,1000,股
20260701,48,3661,世芯-KY,0.0,1000,股
20260701,49,8996,高力,0.0,1000,股
20260701,50,8150,南茂,0.0,1000,股
