snapshot_date,rank,code,name,weight_pct,shares,unit
20260615,1,2330,台積電,9.67,11960000,股
20260615,2,2383,台光電,7.68,4486000,股
20260615,3,2454,聯發科,7.4,4861000,股
20260615,4,2327,國巨*,6.77,21168000,股
20260615,5,2345,智邦,5.24,6334000,股
20260615,6,6223,旺矽,4.99,2279000,股
20260615,7,2308,台達電,4.94,6572000,股
20260615,8,3017,奇鋐,4.26,5191000,股
20260615,9,6669,緯穎,4.16,2492000,股
20260615,10,3037,欣興,4.07,12466000,股
20260615,11,2368,金像電,3.74,8315000,股
20260615,12,2303,聯電,3.73,77390000,股
20260615,13,3665,貿聯-KY,3.73,4833848,股
20260615,14,3711,日月光投控,3.61,17948000,股
20260615,15,8046,南電,3.17,10828000,股
20260615,16,3653,健策,2.96,2267000,股
20260615,17,5274,信驊,2.56,422000,股
20260615,18,6274,台燿,2.55,4763000,股
20260615,19,6515,穎崴,1.49,442000,股
20260615,20,6510,精測,1.14,930000,股
20260615,21,8210,勤誠,1.1,2267000,股
20260615,22,6805,富世達,1.07,1811000,股
20260615,23,3533,嘉澤,0.67,852000,股
20260615,24,2317,鴻海,0.67,7307000,股
20260615,25,2404,漢唐,0.56,1200000,股
20260615,26,6187,萬潤,0.51,1334000,股
20260615,27,6147,頎邦,0.47,5875000,股
20260615,28,8996,高力,0.44,1034000,股
20260615,29,3443,創意,0.42,258000,股
20260615,30,5439,高技,0.4,3528000,股
20260615,31,4966,譜瑞-KY,0.38,1642000,股
20260615,32,8150,南茂,0.38,11635000,股
20260615,33,2449,京元電子,0.35,3645000,股
20260615,34,6278,台表科,0.32,4334000,股
20260615,35,4958,臻鼎-KY,0.29,1428000,股
20260615,36,1590,亞德客-KY,0.24,530000,股
20260615,37,8358,金居,0.21,980000,股
20260615,38,6191,精成科,0.14,3988000,股
20260615,39,3376,新日興,0.12,1741000,股
20260615,40,6488,環球晶,0.11,350000,股
20260615,41,6271,同欣電,0.09,1066000,股
20260615,42,2002,中鋼,0.03,5163000,股
20260615,43,2313,華通,0.03,329000,股
20260615,44,1815,富喬,0.0,107000,股
20260615,45,2439,美律,0.0,18000,股
20260615,46,2481,強茂,0.0,5000,股
20260615,47,3008,大立光,0.0,1000,股
20260615,48,2382,廣達,0.0,1000,股
20260615,49,3264,欣銓,0.0,1000,股
20260615,50,3661,世芯-KY,0.0,1000,股
20260615,51,5347,世界,0.0,1000,股
