snapshot_date,rank,code,name,weight_pct,shares,unit
20260625,1,2330,台積電,9.76,11960000,股
20260625,2,2327,國巨*,9.64,25098000,股
20260625,3,2383,台光電,8.64,4486000,股
20260625,4,2454,聯發科,7.42,5037000,股
20260625,5,6223,旺矽,5.55,2352000,股
20260625,6,2303,聯電,5.28,86550000,股
20260625,7,2345,智邦,5.15,6334000,股
20260625,8,3037,欣興,5.13,14735000,股
20260625,9,3017,奇鋐,4.44,5191000,股
20260625,10,2308,台達電,3.8,5614000,股
20260625,11,6669,緯穎,3.75,2417000,股
20260625,12,2368,金像電,3.52,8315000,股
20260625,13,8046,南電,3.18,8917000,股
20260625,14,3665,貿聯-KY,3.17,4833848,股
20260625,15,3711,日月光投控,3.1,14158000,股
20260625,16,6274,台燿,2.94,5058000,股
20260625,17,3653,健策,2.62,2267000,股
20260625,18,5274,信驊,2.26,379000,股
20260625,19,6510,精測,1.09,930000,股
20260625,20,6805,富世達,1.08,1811000,股
20260625,21,8210,勤誠,0.99,2267000,股
20260625,22,6515,穎崴,0.97,313000,股
20260625,23,2449,京元電子,0.74,6484000,股
20260625,24,3533,嘉澤,0.65,852000,股
20260625,25,2317,鴻海,0.64,7307000,股
20260625,26,6147,頎邦,0.52,6275000,股
20260625,27,6187,萬潤,0.5,1334000,股
20260625,28,5439,高技,0.39,3528000,股
20260625,29,4966,譜瑞-KY,0.37,1642000,股
20260625,30,6278,台表科,0.3,4334000,股
20260625,31,6271,同欣電,0.28,2966000,股
20260625,32,1590,亞德客-KY,0.25,530000,股
20260625,33,8358,金居,0.21,980000,股
20260625,34,8996,高力,0.18,354000,股
20260625,35,6191,精成科,0.14,3988000,股
20260625,36,3264,欣銓,0.12,1508000,股
20260625,37,3376,新日興,0.12,1741000,股
20260625,38,6488,環球晶,0.12,350000,股
20260625,39,2002,中鋼,0.03,5163000,股
20260625,40,2439,美律,0.0,18000,股
20260625,41,2481,強茂,0.0,5000,股
20260625,42,3008,大立光,0.0,1000,股
20260625,43,1815,富喬,0.0,107000,股
20260625,44,2313,華通,0.0,1000,股
20260625,45,2382,廣達,0.0,1000,股
20260625,46,3443,創意,0.0,1000,股
20260625,47,3661,世芯-KY,0.0,1000,股
20260625,48,5347,世界,0.0,1000,股
20260625,49,4958,臻鼎-KY,0.0,1000,股
20260625,50,8150,南茂,0.0,1000,股
