snapshot_date,rank,code,name,weight_pct,shares,unit
20260625,1,2330,台積電,7.43,1406000,股
20260625,2,2383,台光電,7.02,563000,股
20260625,3,3017,奇鋐,5.59,1009000,股
20260625,4,8996,高力,5.26,1630000,股
20260625,5,2345,智邦,5.14,977000,股
20260625,6,6223,旺矽,4.98,326000,股
20260625,7,2059,川湖,4.74,293000,股
20260625,8,3037,欣興,4.73,2097000,股
20260625,9,3008,大立光,4.34,380000,股
20260625,10,3665,貿聯-KY,4.05,955000,股
20260625,11,2327,國巨*,3.89,1566000,股
20260625,12,2454,聯發科,3.87,406000,股
20260625,13,6584,南俊國際,3.59,2231000,股
20260625,14,3443,創意,3.33,311000,股
20260625,15,6187,萬潤,2.98,1220000,股
20260625,16,6515,穎崴,2.92,145000,股
20260625,17,2303,聯電,2.76,7000000,股
20260625,18,2368,金像電,2.59,945000,股
20260625,19,8299,群聯,2.43,445000,股
20260625,20,2455,全新,2.36,2753000,股
20260625,21,3711,日月光投控,2.31,1629000,股
20260625,22,3661,世芯-KY,2.01,215000,股
20260625,23,3105,穩懋,1.99,1949000,股
20260625,24,8021,尖點,1.85,1501000,股
20260625,25,7751,竑騰,1.16,375000,股
20260625,26,3583,辛耘,1.06,566000,股
20260625,27,3189,景碩,0.79,440013,股
20260625,28,2337,旺宏,0.48,1343000,股
20260625,29,6139,亞翔,0.48,250000,股
20260625,30,6805,富世達,0.42,109000,股
20260625,31,7734,印能科技,0.42,56000,股
20260625,32,3363,上詮,0.42,300000,股
20260625,33,5289,宜鼎,0.38,98000,股
20260625,34,3260,威剛,0.32,358000,股
20260625,35,2360,致茂,0.24,50000,股
20260625,36,3264,欣銓,0.04,72000,股
20260625,37,3491,昇達科,0.0,1000,股
