snapshot_date,rank,code,name,weight_pct,shares,unit
20260826,1,2330,台灣積體,11.8,4200000,股
20260826,2,2383,台光電子,9.6,1400000,股
20260826,3,2059,川湖科技,8.61,510000,股
20260826,4,2408,南亞科技,8.42,14000000,股
20260826,5,3037,欣興電子,6.75,5000000,股
20260826,6,2327,國巨股份,4.81,7700000,股
20260826,7,6669,緯穎科技,4.74,600000,股
20260826,8,3017,奇鋐科技,4.59,1250000,股
20260826,9,2454,聯發科技,4.59,1000000,股
20260826,10,8046,南亞電路,4.46,3250000,股
20260826,11,6274,台燿科技,4.27,2400000,股
20260826,12,3189,景碩科技,4.2,4100000,股
20260826,13,2345,智邦科技,4.07,1700000,股
20260826,14,6223,旺矽科技,3.28,560000,股
20260826,15,7769,鴻勁精密,2.65,360000,股
20260826,16,3081,聯亞光電,2.65,700000,股
20260826,17,3653,健策精密,2.27,340000,股
20260826,18,5274,信驊科技,2.2,120500,股
20260826,19,8299,群聯電子,2.18,880000,股
20260826,20,3026,禾伸堂企,1.93,2700000,股
20260826,21,DA_NTD,AFTER DEDUCTING SECURITIES PURCHASES AMOUNT,1.59,1368697222,元
20260826,22,3711,日月光投,0.01,9000,股
20260826,23,3008,大立光電,0.01,1000,股
20260826,24,3044,健鼎科技,0.0,1000,股
20260826,25,3665,貿聯-KY,0.0,1000,股
20260826,26,3231,緯創資通,0.0,9000,股
20260826,27,3036,文曄科技,0.0,1000,股
20260826,28,2412,中華電信,0.0,1000,股
20260826,29,2449,京元電子,0.0,1450,股
20260826,30,1216,統一企業,0.0,1000,股
20260826,31,2404,漢唐集成,0.0,1000,股
20260826,32,2357,華碩電腦,0.0,1000,股
20260826,33,2360,致茂電子,0.0,1000,股
20260826,34,2379,瑞昱半導,0.0,1000,股
20260826,35,2382,廣達電腦,0.0,9000,股
20260826,36,2308,台達電子,0.0,1000,股
20260826,37,2313,華通電腦,0.0,1253,股
20260826,38,2317,鴻海精密,0.0,9000,股
20260826,39,2603,長榮海運,0.0,9000,股
20260826,40,2880,華南金融,0.0,9090,股
20260826,41,2881,富邦金融,0.0,9000,股
20260826,42,2882,國泰金融,0.0,9000,股
20260826,43,2883,凱基金融,0.0,9000,股
20260826,44,2884,玉山金融,0.0,9000,股
20260826,45,2885,元大金融,0.0,9360,股
20260826,46,2886,兆豐金融,0.0,9000,股
20260826,47,2887,台新新光,0.0,9000,股
20260826,48,2890,永豐金融,0.0,9000,股
20260826,49,2891,中國信託,0.0,9000,股
20260826,50,2912,統一超商,0.0,1000,股
20260826,51,5347,世界先進,0.0,9000,股
20260826,52,PFUR_NTD,PAYABLES FOR UNITS REDEEMED,-1.41,-1216075533,元
