snapshot_date,rank,code,name,weight_pct,shares,unit
20260730,1,2357,華碩,3.1,364000,股
20260730,2,2330,台積電,3.08,120000,股
20260730,3,2412,中華電,3.02,1845000,股
20260730,4,2881,富邦金控,2.85,1977025,股
20260730,5,2891,中信金,2.64,3592000,股
20260730,6,3045,台灣大,2.29,1723000,股
20260730,7,3034,聯詠,2.25,393000,股
20260730,8,2382,廣達,2.17,669000,股
20260730,9,1216,統一,2.15,2446000,股
20260730,10,4904,遠傳,2.1,1708000,股
20260730,11,202608TX,台指期貨,2.07,19,口
20260730,12,2303,聯電,2.05,1602000,股
20260730,13,6446,藥華醫藥,1.95,163425,股
20260730,14,2404,漢唐,1.81,154000,股
20260730,15,2383,台光電子,1.76,35000,股
20260730,16,2618,長榮航,1.64,3374000,股
20260730,17,2912,統一超商,1.62,606000,股
20260730,18,2633,台灣高鐵,1.61,5262000,股
20260730,19,3037,欣興,1.5,180000,股
20260730,20,1102,亞泥,1.49,3860000,股
20260730,21,6274,台燿,1.49,127000,股
20260730,22,5876,上海商銀,1.46,2807800,股
20260730,23,3293,鈊象,1.46,167000,股
20260730,24,4958,臻鼎-KY,1.44,328000,股
20260730,25,2454,聯發科,1.36,36000,股
20260730,26,5871,中租-KY,1.24,960840,股
20260730,27,1402,遠東新,1.2,3788000,股
20260730,28,5434,崇越,1.15,208000,股
20260730,29,8021,尖點,1.14,333000,股
20260730,30,3189,景碩科技,1.11,165000,股
20260730,31,2347,聯強,1.09,1087000,股
20260730,32,3702,大聯大,1.08,880000,股
20260730,33,6196,帆宣,1.03,203000,股
20260730,34,2377,微星,1.02,644000,股
20260730,35,6223,旺矽,1.01,18000,股
20260730,36,3711,日月光投控,1.01,172000,股
20260730,37,8046,南電,0.91,93000,股
20260730,38,6531,愛普科技,0.89,126000,股
20260730,39,6213,聯茂,0.85,306000,股
20260730,40,8016,矽創,0.84,283000,股
20260730,41,2474,可成,0.84,403000,股
20260730,42,8358,金居開發,0.76,241000,股
20260730,43,2327,國巨*,0.75,141000,股
20260730,44,2360,致茂,0.69,31000,股
20260730,45,3008,大立光電,0.69,16000,股
20260730,46,1326,台化,0.68,1036000,股
20260730,47,3026,禾伸堂,0.65,131000,股
20260730,48,6121,新普科技,0.64,158000,股
20260730,49,7769,鴻勁,0.59,9000,股
20260730,50,2059,川湖,0.58,7000,股
20260730,51,1303,南亞,0.58,341000,股
20260730,52,2049,上銀科技,0.57,173000,股
20260730,53,3443,創意電子,0.56,14000,股
20260730,54,2855,統一證券,0.53,1131000,股
20260730,55,6285,啟碁科技,0.52,221000,股
20260730,56,8261,富鼎,0.51,275000,股
20260730,57,1409,新纖,0.51,2170000,股
20260730,58,3532,台勝科,0.5,155000,股
20260730,59,2206,三陽工業,0.49,649000,股
20260730,60,2006,東和鋼鐵,0.48,559000,股
20260730,61,3005,神基科技,0.48,373000,股
20260730,62,1560,中砂,0.47,69000,股
20260730,63,2467,志聖,0.46,90000,股
20260730,64,2634,漢翔公司,0.46,675000,股
20260730,65,5536,聖暉*,0.46,44000,股
