snapshot_date,rank,code,name,weight_pct,shares,unit
20260902,1,2330,台積電,15.59,10500000,股
20260902,2,3017,奇鋐,6.49,3150000,股
20260902,3,2454,聯發科,5.62,2110000,股
20260902,4,2383,台光電,5.43,1600000,股
20260902,5,3037,欣興,5.13,8460000,股
20260902,6,3653,健策,4.01,1115000,股
20260902,7,3008,大立光,3.94,810000,股
20260902,8,2303,聯電,3.92,50000000,股
20260902,9,6223,旺矽,3.62,1100000,股
20260902,10,6669,緯穎,3.39,2087956,股
20260902,11,2345,智邦,3.07,2307000,股
20260902,12,2308,台達電,2.96,2750000,股
20260902,13,2327,國巨*,2.69,8000000,股
20260902,14,3443,創意,2.39,650000,股
20260902,15,5274,信驊,2.09,189500,股
20260902,16,1303,南亞,2.0,13500000,股
20260902,17,8046,南電,1.97,2640000,股
20260902,18,3189,景碩,1.79,3400000,股
20260902,19,3665,貿聯-KY,1.75,1293000,股
20260902,20,6488,環球晶,1.69,2800000,股
20260902,21,6274,台燿,1.67,1900000,股
20260902,22,3711,日月光投控,1.65,4500000,股
20260902,23,8996,高力,1.37,1737000,股
20260902,24,2360,致茂,1.23,1000000,股
20260902,25,6805,富世達,1.12,850000,股
20260902,26,6239,力成,0.93,5360000,股
20260902,27,2344,華邦電,0.56,5000000,股
20260902,28,2317,鴻海,0.5,3200000,股
20260902,29,3211,順達,0.49,2000000,股
20260902,30,7769,鴻勁,0.46,130000,股
20260902,31,3450,聯鈞,0.41,1100000,股
20260902,32,3583,辛耘,0.38,800000,股
20260902,33,2059,川湖,0.3,35000,股
20260902,34,2449,京元電子,0.29,1700000,股
20260902,35,3533,嘉澤,0.27,250000,股
20260902,36,6442,光聖,0.25,225000,股
20260902,37,1717,長興,0.16,3100000,股
20260902,38,2404,漢唐,0.16,250000,股
20260902,39,2337,旺宏,0.15,2000000,股
20260902,40,1560,中砂,0.13,300000,股
20260902,41,2455,全新,0.13,386000,股
20260902,42,8358,金居,0.13,400000,股
20260902,43,3264,欣銓,0.1,700000,股
20260902,44,2882,國泰金,0.08,1200000,股
20260902,45,4966,譜瑞-KY,0.08,220000,股
20260902,46,2301,光寶科,0.06,300000,股
20260902,47,6285,啟碁,0.05,350000,股
20260902,48,6196,帆宣,0.0,1000,股
20260902,49,8299,群聯,0.0,1000,股
20260902,50,2049,上銀,0.0,1000,股
20260902,51,2481,強茂,0.0,1000,股
20260902,52,4958,臻鼎-KY,0.0,1000,股
